"Domaine","Support","Année","Nauteurs","Titre"
"Linguistique", "COMM", "2005", "2", "Térée, Procné, Philomèle : du mythe aitiologique au début du mythe littéraire"
"Linguistique", "COMM", "2001", "1", "Les voix narratives dans les subordonnées exprimant l'intentionnalité dans les Histoires d'Hérodote"
"Linguistique", "COMM", "2005", "2", "Le racisme au prisme du fait divers"
"Linguistique", "COMM", "2011", "1", "Adaptation de l'enseignement au contexte guyanais. Quels dispositifs pour quels publics ?"
"Linguistique", "ART", "2015", "2", "De la communauté de destin des voyelles en syllabe fermée dans l'évolution du latin vulgaire à l'ancien français"
"Lettres", "ART", "2003", "1", "Justification d'un passé. Collaborationnistes français et allemands après la guerre"
"Lettres", "COUV", "2002", "1", "Munich, ”Munichois” et ”Anti-Munichois” en France"
"Linguistique", "ART", "1998", "2", "La provenance apophonique des semi-voyelles dans les formes verbales en arabe classique"
"Linguistique", "COUV", "1998", "1", "La structure interne des consonnes"
"Lettres", "ART", "2016", "1", "Du chrême des Mortemart à l’esprit Guermantes"
"Informatique", "COMM", "2005", "5", "Identification des segments EMG par Data Mining et Statistiques"
"Linguistique", "COMM", "2014", "2", "Quand la phonologie et la pragmatique se rencontrent : le projet DIAREF"
"Informatique", "COMM", "2004", "5", "Séparation de sources à partir d'un seul capteur pour la reconnaissance robuste de la parole"
"Linguistique", "COMM", "2010", "1", "Quelles sont les significations dessinées par le dialogisme ? Une perspective en analyse de discours"
"Linguistique", "ART", "2009", "1", "Pour une autre classification des états"
"Linguistique", "ART", "2007", "1", "Les enjeux des postures énonciatives et de leur utilisation en didactique"
"Informatique", "ART", "2008", "5", "Comportement mécanique de murs de contreventement en maçonneries : Modèle de traction induite"
"Linguistique", "COMM", "2008", "1", "Réflexions méthodologiques sur la phraséographie bilingue allemand-français"
"Linguistique", "ART", "2007", "1", "Sens, temps, et affects dans des récits de vie recueillis en interaction"
"Lettres", "COUV", "2017", "1", "“Libre enfin de se savoir et de périr oiseau” : place et signification de l’oiseau dans la poétique de Char, Darwich et Lorca"
"Lettres", "COUV", "2015", "1", "Traduire la Bible en 1886 : autour de la traduction d’Eugène Ledrain"
"Lettres", "COMM", "2005", "1", "Alexandre versus Alexandrie : survivance des mythes alexandrins dans la littérature française médiévale."
"Informatique", "COMM", "2012", "1", "La résolution étendue étroite"
"Linguistique", "ART", "2005", "1", "L'expression de quelques relations de passage en français et en serbo-croate. Par et à travers et leurs 'équivalents"
"Lettres", "COUV", "2015", "1", "« Un corps problématique : la présence du corps féminin dans les œuvres didactiques de Christine de Pizan (La Cité des Dames et l’Advision) »"
"Informatique", "COMM", "2009", "4", "Méthodes comparatives d'utilisation des critères d'information pour la sélection de modèles."
"Lettres", "COMM", "2008", "1", "Le texte romanesque au XIXe siècle à l'épreuve de l'image : jalons et dynamiques"
"Linguistique", "COMM", "2011", "1", "Discursivité et syntaxe en diachronie : l'opposition des plans"
"Lettres", "COUV", "2005", "1", "Ouverture de deux parcours de lecture piégés : les incipit de Naturaleza (Felipe Hernández, 1989) et de Sefarad (Antonio Muñoz Molina, 2001)"
"Informatique", "ART", "2009", "2", "Stratégies de capture de fugitifs... ou l'application de la théorie des graphes à PacMan"
"Linguistique", "COMM", "2005", "1", "Allomorphie des déterminants pluriels dans le logoudorien occidental"
"Linguistique", "COMM", "2000", "2", "Le mot minimal en italien : le cas de l'impératif"
"Informatique", "COMM", "2011", "4", "Prédiction de l'occurrence d'une baisse de prix pour le conseil à l'achat d'un billet en ligne"
"Informatique", "COMM", "2016", "3", "Optimisation proximale pour le subspace clustering flou"
"Linguistique", "COUV", "2001", "1", "La description des faits linguistiques et leurs traductions logiques dans les grammaires de R. Montague et de P. T. Geach"
"Linguistique", "COUV", "2017", "1", "L'adresse annuelle aux ancêtres chez les Gbaya de Centrafrique"
"Lettres", "COMM", "2010", "1", "Irréels réalisés, réalités exacerbées ? Des dispositifs de détournement dans la photographie mise en scène"
"Lettres", "COUV", "2011", "1", "Détruire, disent-elles… (Bovary, Salomé, et quelques autres sphinges)"
"Lettres", "ART", "1995", "1", "L'écriture du discontinu dans Beatus ille d'Antonio Muñoz Molina"
"Linguistique", "COMM", "2006", "1", "Les désignations romanes de la fouine"
"Informatique", "COMM", "2013", "1", "Influence de l'étiquetage syntaxique des têtes sur l'analyse en dépendances discontinues du français"
"Linguistique", "COUV", "2009", "1", "Le point de vue et l'ordre des mots."
"Lettres", "COUV", "2011", "1", "Avant-dire à l’ébat des langues"
"Informatique", "COUV", "2016", "7", "Etudes probabilistes des systèmes commandés"
"Linguistique", "COMM", "2009", "1", "Usage de l'ordinateur comme moyen de « communication facilitée » auprès d'enfants autistes"
"Linguistique", "COMM", "2008", "1", "L'expression de la subjectivité de l'enfant autiste dans un dialogue « facilité »"
"Lettres", "COUV", "2011", "1", "Échos de l’herméneutique talmudique et kabbalistique dans l’œuvre d’Edmond Jabès"
"Lettres", "ART", "2007", "1", "Mathias Mnyampala: poésie et politique en Tanzanie"
"Lettres", "COUV", "2010", "1", "Ce que taisait le vent dans le désert : Edmond Jabès et le secret du sacré"
"Linguistique", "COMM", "2014", "1", "Narration expressive en russe: types et leurs particularités"
"Linguistique", "COUV", "2009", "1", "Nommer et catégoriser des pratiques urbaines : pidgin et francanglais au Cameroun"
"Linguistique", "ART", "2009", "1", "Le camfranglais"
"Linguistique", "COMM", "2014", "1", "ORTOLANG 1 : une infrastructure de mutualisation de ressources linguistiques écrites et orales"
"Linguistique", "COUV", "2007", "1", "Ce que parler camfranglais n'est pas : de quelques problèmes posés par la description d'un parler jeune (Cameroun)"
"Lettres", "COUV", "2012", "1", "Edmond Jabès et les chemins de l’écriture"
"Linguistique", "ART", "2006", "1", "Décrire un parler jeune : le cas du camfranglais (Cameroun)"
"Linguistique", "ART", "2005", "1", "Pourquoi on ne parle pas tous la même langue : quand j'avais dix ans..."
"Linguistique", "COMM", "2004", "1", "Français et langues en contact chez les jeunes en milieu urbain : vers de nouvelles identités"
"Linguistique", "COMM", "2010", "2", "Les verba sonandi associés aux animaux en russe et en polonais"
"Lettres", "COMM", "2016", "1", "Soignants et soignés en séries : Docteur Carter et Nurse Jackie"
"Linguistique", "COUV", "1996", "1", "« je mens » : histoires sémantique et logique d’un paradoxe"
"Linguistique", "COMM", "2008", "3", "Des émissions de vulgarisation médicale aux consultations médicales : éléments pour une étude comparative"
"Linguistique", "COMM", "2017", "3", "Les tests perceptifs ?"
"Linguistique", "COUV", "2015", "1", "Théâtre universitaire aux Philippines: recherche, création et identité postcoloniale"
"Linguistique", "COUV", "2015", "1", "Le « costume d’acteur ». Traduction et théories du langage dans l’Inde ancienne"
"Lettres", "COUV", "2015", "1", "De la voix au Livre: la dimension orale et vocale de l'écrit dans l'œuvre d'Edmond Jabès"
"Linguistique", "COMM", "2001", "1", "Les hypercorrections dans le thổ de Làng Lỡ (Nghệ An, Vietnam), ou les pièges du comparatisme"
"Informatique", "COMM", "2016", "5", "Connexion du Middleware MiCom avec l'interface tactile InTacS pour le contrôle d'une smart home"
"Lettres", "ART", "1996", "1", "En lisant les lecteurs de Queneau : Les théories implicites de l'humour dans le discours critique"
"Linguistique", "COMM", "2008", "1", "La dialectologie. Table ronde Sociolinguistique et écologie des langues"
"Lettres", "COUV", "2016", "1", "Le motif de la flèche dans le cœur, des Bibles françaises à la littérature mystique"
"Informatique", "COMM", "1987", "3", "Texture et images de télédétection"
"Linguistique", "COUV", "2012", "1", "Aspects de la ponctuation par le tiret au XIXe siècle : l'exemple de L'Insurgé de Jules Vallès"
"Lettres", "COUV", "2010", "1", "Le double animal dans l'oeuvre de Michel Tournier"
"Informatique", "COMM", "2007", "2", "Métadonnées et Qualité pour les Systèmes de Surveillance en Temps-Réel"
"Informatique", "COMM", "2014", "2", "Stratégies de supervision pour l'apprentissage en-ligne d'un classifieur évolutif de commande gestuelles"
"Lettres", "ART", "2007", "2", "Les éditorialistes : auteurs scientifiques ou acteurs sociaux"
"Lettres", "ART", "2015", "1", "Ici et ailleurs : la notion de frontière(s) dans Le Ventre de l'Atlantique de Fatou Diome."
"Linguistique", "COMM", "2006", "5", "Intelligibilité de la parole après glossectomie totale et réhabilitation orthophonique précoce"
"Linguistique", "COMM", "2006", "1", "Dictionnaires d'hommes et/ou de femmes : parcours historique, bibliographique et heuristique"
"Lettres", "COMM", "2007", "1", "Quand la littérature doit aussi enseigner des valeurs : les enjeux humanistes et sociétaux de la lecture littéraire de la Bible"
"Lettres", "ART", "2003", "1", "Moi, je suis professeur de lettres, pas de religion"
"Informatique", "COMM", "2015", "1", "Conception interactive d'ontologies par élimination de mondes possibles"
"Lettres", "ART", "2010", "1", "Su Tong : Un ami sur la route (traduction)"
"Lettres", "COMM", "2009", "1", "L'Inclassable corps koltésien"
"Linguistique", "COMM", "2003", "1", "Éléments pour une rhétorisation de la sémantique interprétative"
"Linguistique", "COMM", "2002", "1", "Les figures de rhétorique et la question de la sémiosis"
"Linguistique", "COMM", "2001", "1", "Rythme et figures de rhétorique"
"Linguistique", "COMM", "2001", "1", "Pour une conception sémantique du rythme"
"Linguistique", "COMM", "2007", "5", "Analyse Fréquentielle pour la Caractérisation des Voix Dysphoniques"
"Informatique", "COMM", "2007", "4", "Codage arithmétique pour la description d'une distribution"
"Lettres", "COMM", "2009", "1", "Fraternités d'élection et occultations narratives dans l'œuvre romanesque de Victor Hugo"
"Lettres", "COMM", "2008", "1", "Repérer et traduire le langage allusif chez Ge Hong (283-343)"
"Lettres", "COUV", "2001", "1", "sas (la parole en exil)"
"Informatique", "COMM", "1990", "3", "CORDIS-ANIMA : système de modélisation et de simulation d'instruments et d'objets physiques pour la création musicale et l'image animée."
"Linguistique", "COMM", "2009", "1", "Variations, situations, politiques : synthèse"
"Informatique", "COMM", "2010", "3", "Définition d'une architecture de sécurité adaptative pour les communications aéronautiques"
"Informatique", "ART", "1986", "1", "SAVANT2, ou l'audiovisuel interactif à Sup'Telecom"
"Linguistique", "COMM", "2007", "1", "Le o méridional chez les jeunes et la norme en France"
"Informatique", "ART", "2014", "2", "Espaces d’Informations Personnelles : Utilisabilité et Modification Utilisateurs"
"Informatique", "COMM", "2013", "3", "Localisation des sources distribuées en champ proche"
"Informatique", "COMM", "1990", "1", "Simuler pour connaître / Connaître pour simuler. Réflexions sur la Représentation, la Modélisation, la Simulation et la Création avec l'Ordinateur"
"Informatique", "COMM", "2005", "4", "Classification étiquetée neuro-floue"
"Linguistique", "COMM", "1991", "1", "La relative en apposition : un cas de nominalisation ?"
"Informatique", "COMM", "2012", "5", "GigaVoxels, librairie et kit de développement sur GPU pour l'exploration temps-réel et visuellement réaliste d'immenses scènes détaillées à base de SVO"
"Lettres", "COUV", "2003", "1", "L'animal dans la propagande figurative italienne"
"Linguistique", "COMM", "2007", "1", "Qui est l'une, qui est l'autre... quand l'une est l'autre? Langues en contact : pratiques et catégorisations"
"Informatique", "COMM", "2005", "3", "Services de modélisation et Web Services Application sur le ModelBus"
"Lettres", "ART", "2012", "1", "Autour de l'odeur de sainteté, les parfums dans le monde chrétien"
"Informatique", "COMM", "2011", "2", "Détection des qualités ; critères de sélection"
"Linguistique", "ART", "2002", "1", "Les prépositions spatiales par et à travers. Convergences et divergences"
"Lettres", "COUV", "2004", "1", "Spiritualité bernanosienne de l’exil dans Les Enfants humiliés et la Correspondance (1939-1940)"
"Informatique", "COMM", "2006", "3", "Un indice d'interprétabilité des bases de règles floues"
"Lettres", "ART", "2002", "1", "Extraire la beauté du mal ?"
"Informatique", "COMM", "2007", "8", "Gestion de masses de données temps réel au sein de bases de données capteurs"
"Lettres", "COUV", "2004", "1", "Le deuil des virtualités inaccomplies (sur le Tombeau d'Anatole de Mallarmé)"
"Linguistique", "COUV", "2015", "1", "J'ai ma soeur qui va accoucher. Vers la grammaticalisation de la structure en j'ai...qui"
