"Domaine","Support","Année","Nauteurs","Titre"
"Informatique", "COMM", "2003", "3", "Suivi de structures évoluant sur une surface tridimensionnelle"
"Lettres", "ART", "2012", "1", "Je crois déjà les entendre dire que je viole le respect dû à la sacrée Antiquité » Mme de Villedieu et la galanterie des anciens, ou le savoir-faire d'une mondaine"
"Lettres", "COMM", "2009", "1", "Feiz ha Breiz (1865-1884) ou la genèse d'une langue journalistique"
"Informatique", "COMM", "2017", "1", "« Le cycle de travail matin/nuit des surveillants pénitentiaires : origines d’une singularité »"
"Informatique", "COMM", "1999", "3", "Comparaison des performances de différentes techniques de détections appliquées à un signal AMRC à porteuses multiples dans un canal de Rayleigh"
"Informatique", "COMM", "2007", "4", "Effets des paramètres graphiques sur la perception visuelle : experimentations sur la forme, la surface, l'orientation des objets et la définition des écrans"
"Linguistique", "COMM", "2014", "1", "L’emploi et l’insertion professionnelle des migrants : quelles formations linguistiques ?"
"Lettres", "ART", "2011", "1", "Honte et Humiliation: reconfigurations d'une écriture de soi chez Alice Munro (1931- )"
"Informatique", "COMM", "2015", "5", "Modélisation et étude de performance de l'équilibrage de charge LTE par ajustement dynamique des paramètres du handover"
"Linguistique", "ART", "1999", "1", "De la maîtrise de la langue à la maîtrise des discours en France et dans la francophonie"
"Linguistique", "COUV", "2017", "1", "Frontières linguistiques dans les approches de la langue en théorie et en pratique. L’impact des contextes migratoires pour repenser l’enseignement en France"
"Lettres", "COUV", "2013", "1", "Claude McKay : Diaspora noire et écriture migrante"
"Linguistique", "COUV", "2009", "2", "Dessins d’enfants et constructions plurilingues. Territoires imagés et parcours imaginés"
"Linguistique", "COMM", "2015", "4", "Etude exploratoire sur l'utilisation d'une base de données de corpus oraux d'interactions naturelles pour l'enseignement et l'apprentissage des pratiques sociales et langagières du français"
"Informatique", "COMM", "2009", "3", "Recalage de signaux et d'images : Application à l'analyse d'otolithe de poisson"
"Lettres", "COUV", "2012", "1", "Le cinéma italien dans la transition. L'exemple de la revue Cinema (1936-1943)"
"Linguistique", "ART", "2005", "1", "Les activités définitionnelles au service des apprentissages lexicaux"
"Informatique", "COMM", "2010", "6", "Commande sans modèle de la vitesse longitudinale d'un véhicule électrique"
"Linguistique", "COMM", "2016", "2", "Contribution à l’étude de la quantification de la durée entre le XVIe s. et le XXe s."
"Linguistique", "COUV", "2013", "1", "La lénition romane et le redoublement syntaxique entre oralité et écriture (IXe-XIIe siècles) : évolution non linéaire du latin classique au latin parlé tardif et médiéval au roman"
"Lettres", "COUV", "2010", "1", "Identité féminine et figure de l'auteure dans la trilogie Le grand jamais, Écoutez-voir et La mise en mots"
"Linguistique", "COMM", "2011", "1", "Théorie de l'esprit et Développement Pragmatique dans l'acquisition du langage: Différents niveaux de fonctionnement."
"Lettres", "COUV", "2012", "1", "[Entrée] Adnan, Etel"
"Linguistique", "COMM", "2012", "1", "L'orientation du verbe, aspect de la complexité du verbe en français négligé par la didactique de la langue française"
"Linguistique", "COUV", "2016", "1", "Que disent les tables ? Que disent les chiffres ?"
"Linguistique", "COUV", "2014", "1", "Lus Nodals de Gilbert Galtié, un exemple d'écriture spontanée de l'occitan au début du XXIe siècle."
"Linguistique", "COUV", "2003", "1", "Les comportements langagiers tutélaires des enseignants : réflexion sur la mise en discours des activités cognitives des apprenants"
"Informatique", "COMM", "2007", "4", "Influence de l'environnement sur les performances de systèmes RFID"
"Lettres", "ART", "2011", "1", "Le théâtre carcéral ou les formes de la résistance chez Cipriano de Rivas Cherif"
"Linguistique", "COUV", "2013", "1", "Les chansons de Malouma, entre tradition, world music et engagement politique"
"Informatique", "COMM", "2000", "1", "Opérateurs de raffinement sur les structures algébriques"
"Linguistique", "COUV", "2010", "1", "Peut-on établir des critères formels de reconnaissance de la parataxe : l'apport de l'ancien français"
"Informatique", "COMM", "2007", "1", "Construction d'Ontologies à partir de Textes. Application au Droit International du Travail."
"Lettres", "COUV", "1996", "1", "La table, lieu de formation de l'enfant au XVIe siècle"
"Informatique", "COMM", "2012", "3", "Une stratégie de recherche basée sur la substituabilité"
"Linguistique", "COMM", "2006", "1", "Troubles de la voix chez l'enfant et l'adulte : de l'évaluation à la prise en charge"
"Informatique", "COMM", "2005", "2", "Applications des chaînes de Markov floues à la segmentation non supervisée d'images"
"Linguistique", "COMM", "2004", "1", "Temporalité en Internet Relay Chat : le rythme du discours électronique"
"Lettres", "COUV", "2011", "1", "Cet obscur objet du désir universitaire: coup d'oeil dans le rétroviseur sur 15 ans de recherches sur les fictions populaires"
"Informatique", "COMM", "2015", "4", "Privamov : Suivi d'utilisateurs mobiles et reconstruction de trajectoires"
"Lettres", "ART", "2016", "1", "Amour maudit moteur de la poésie : Provence et modernité"
"Linguistique", "COUV", "2005", "2", "Les paliers de la sémantique"
"Lettres", "COUV", "1997", "2", "Tombeaux de Vinet"
"Linguistique", "COMM", "2010", "1", "Ajouter, enchaîner: les relatives hyperbatiques chez Jean Rouaud"
"Lettres", "COMM", "2015", "1", "Le contemporain capital"
"Lettres", "COUV", "2013", "1", "Les Récits d'esclaves"
"Linguistique", "ART", "2011", "1", "Des nombres à prendre ou à l'essai - Grammaire de l'approximation numérique"
"Informatique", "COMM", "2017", "3", "Prise en compte du contexte socio-professionnel pour l’aide à la composition de groupe de formation"
"Linguistique", "COUV", "2016", "1", "Des Tragiques à la Confession du Sieur de Sancy d’Agrippa d’Aubigné : intertexte biblique et dialogisation interne"
"Informatique", "COMM", "2007", "4", "Loi de puissance et caractérisation des réseaux dynamiques"
"Linguistique", "COUV", "2001", "1", "La résistance des articles du et des à l’interprétation générique"
"Linguistique", "COMM", "2006", "1", "De la complexité dans l'interprétation des actes de langage : variables contextuelles et dynamique interactive."
"Linguistique", "ART", "2011", "1", "La sociolinguistique est-elle une inter- discipline ?"
"Informatique", "COMM", "2006", "4", "Holographie Numérique de microparticules : amélioration du positionnement grâce à une approche problèmes inverses"
"Lettres", "COUV", "2016", "1", "Le chant de l’oiseau est-il une musique ? Réponses du clerc, réponses du poète"
"Informatique", "ART", "2007", "11", "Coût de la prise en charge de la dialyse en France"
"Informatique", "COMM", "2007", "3", "Les Entités Nommées : usage et degrés de précision et de désambiguïsation"
"Informatique", "COMM", "2009", "4", "Extraction des dynamiques du système nerveux autonome : Une approche basée sur la séparation aveugle de sources."
"Linguistique", "COMM", "2015", "1", "Start-up en Sciences Humaines et Sociales : comment favoriser leur développement ?"
"Linguistique", "COMM", "2011", "1", "Prépositions et complétives en anglais"
"Lettres", "ART", "2009", "1", "« La Femme dans la caricature française » de Gustave Kahn (1907). De la contradiction du féminisme et de la caricature"
"Lettres", "COMM", "2010", "1", "Réécritures humoristiques du Risorgimento. Dario Fo (années 1950)"
"Linguistique", "COUV", "2008", "1", "La dodo lé la. Stylistique du  mélange  à La Réunion : à la recherche de l'efficacité pragmatique endogène"
"Lettres", "COMM", "1997", "1", "Enfance et littérature en 1797 : rupture ou continuité ?"
"Linguistique", "COMM", "2001", "1", "Le concept de « structure » dans l’histoire des grammaires catégorielles"
"Linguistique", "COUV", "2008", "1", "De la voix et du sens - autour de l'œuvre de Iván Fónagy"
"Linguistique", "ART", "2005", "2", "Qu’est-ce qu’une unité phraséologique?"
"Informatique", "COMM", "2005", "2", "Aide à la décision pour la gestion quantitative des ressources humaines : comment lever la contrainte financière hospitalière"
"Lettres", "COUV", "2006", "1", "Hédonisme du devenir et psychose jubilatoire dans les histoires de Sherlock Holmes d’Arthur Conan Doyle"
"Informatique", "ART", "2005", "5", "Modélisation des interactions entre individus avec AgentUML"
"Lettres", "COUV", "2008", "1", "Théophraste à mots découverts : sur les animaux qui mordent ou piquent selon Priscien"
"Lettres", "ART", "2008", "2", "Émotions d'antiquaires"
"Linguistique", "COUV", "2002", "2", "Développement des compétences pragmatiques et théories de l'esprit chez l'enfant : le cas de l'explication."
"Lettres", "ART", "2006", "1", "Fantastique et Histoire dans les littératures du Sud"
"Informatique", "COMM", "2015", "2", "Approximation de l'information mutuelle de précodeurs MIMO basée sur la distance minimale et sa probabilité"
"Lettres", "ART", "2012", "1", "La déconstruction du mythe du self-made-man dans La Tache de Philip Roth"
"Linguistique", "COMM", "2005", "1", "Conflits langagiers et conflits identitaires en réunion de travail"
"Lettres", "COUV", "2005", "1", "L'écrivain des confins"
"Lettres", "COMM", "1992", "1", "Les lettrés et le pouvoir au XVIIe siècle : itinéraire d'une recherche"
"Informatique", "COMM", "2014", "1", "Optimisation de requêtes dans les systèmes d'intégration de données"
"Lettres", "ART", "2011", "1", "La vocation poétique de Charles d'Orléans dans la Retenue d'Amours et les Ballades"
"Informatique", "COMM", "2009", "2", "Vérification de propriétés LTL sur des programmes C par génération d'annotations"
"Linguistique", "COMM", "2006", "1", "La théorie de l'énonciation comme aide à la structuration des connaissances et à la construction du sens en début d'apprentissage de l'anglais"
"Informatique", "COUV", "2007", "2", "Langage de description et d'échange de données"
"Informatique", "ART", "2008", "2", "Algorithme génétique interactif pour la fouille de données"
"Informatique", "COMM", "2006", "3", "Propagation de coûts réduits et énumération implicite pour le problème du sac à dos multidimensionnel en 0-1"
"Lettres", "COMM", "2014", "1", "L'Ouest américain et la naissance de l'héroïsme"
"Informatique", "COMM", "2012", "2", "Une nouvelle sémantique pour la programmation logique capturant la sémantique des modèles stables : la sémantique des extensions"
"Informatique", "COMM", "2018", "18", "MAN : Mise en Place d'une Méthode d’Évaluation Croisée de l'Accès aux Ressources Numériques"
"Informatique", "COMM", "2005", "1", "Intérêt du concept de conflit instrumental pour la compréhension des usages des EIAH"
"Lettres", "ART", "2013", "1", "“Je serai trappeur, mineur…” Aventuriers et voyageurs en chambre dans les romans de Philippe Soupault"
"Linguistique", "ART", "2014", "1", "Un mouvement empiriste dans la linguistique américaine"
"Informatique", "COMM", "2013", "2", "Détection de différence de mise au point lors des prises de vues stéréoscopiques"
"Informatique", "ART", "2001", "2", "Les systèmes modulaires de représentation des nombres, un tour d'horizon"
"Lettres", "ART", "2013", "1", "Recension de : Charles-Victor de Bonstetten, esprit cosmopolite, éd. Kurt Kloocke, Oeuvres et critiques, XXXVII, 2, 2012, Narr Verlag"
"Linguistique", "ART", "1983", "1", "Les expressions de l'idée comparative en grec classique: coréférence et disjonction"
"Lettres", "COMM", "2014", "1", "Poésie et chanson d'auteurs autochtones dans l'Equateur contemporain: des armes discursives dans la lutte pour la reconnaissance des peuples autochtones?"
"Linguistique", "ART", "2011", "1", "A quoi reconnaît-on la tagmémique ? Entre structuralisme périphérique et grammaire de texte : essai de modélisation épistémologique"
"Informatique", "ART", "2013", "2", "Aide à la décision en ingénierie inverse : une approche s'appuyant sur l'argumentation"
"Lettres", "ART", "2007", "1", "Je n'ai jamais appris à écrire. Les conditions de formation de la vocation d'écrivain"
"Informatique", "COMM", "2007", "3", "Télédétection du couvert neigeux à l'aide de données radar satellitales."
"Lettres", "ART", "1992", "1", "L'exactitude et le rendu (de la traduction théâtrale)"
"Informatique", "COMM", "2003", "1", "Raisonnement à partir de cas pour expliquer des organisations spatiales"
"Linguistique", "COMM", "2014", "2", "Intervenir en contexte breton : le dispositif Diwan « hors sol » et ses relations au plurilinguisme"
